Date,Open,High,Low,Close,Adj Close,Volume
12/12/11,1.64,1.69,1.6,1.6,1.6,34500
12/13/11,1.62,1.67,1.59,1.65,1.65,32000
12/14/11,1.68,1.68,1.6,1.62,1.62,11900
12/15/11,1.6,1.69,1.55,1.61,1.61,32100
12/16/11,1.6,1.69,1.6,1.61,1.61,13700
12/19/11,1.6,1.67,1.6,1.65,1.65,14400
12/20/11,1.67,1.67,1.55,1.61,1.61,18200
12/21/11,1.61,1.66,1.61,1.63,1.63,18600
12/22/11,1.63,1.7,1.63,1.7,1.7,18700
12/23/11,1.7,1.7,1.6,1.65,1.65,23700
12/27/11,1.63,1.65,1.56,1.6,1.6,18600
12/28/11,1.6,1.65,1.56,1.65,1.65,29500
12/29/11,1.6,1.7,1.6,1.7,1.7,19400
12/30/11,1.65,1.7,1.6,1.67,1.67,25800
1/3/12,1.69,1.7,1.65,1.67,1.67,16700
1/4/12,1.68,1.71,1.65,1.66,1.66,5600
1/5/12,1.65,1.69,1.65,1.67,1.67,9200
1/6/12,1.68,1.69,1.66,1.67,1.67,9800
1/9/12,1.72,1.75,1.68,1.75,1.75,34500
1/10/12,1.77,1.77,1.73,1.77,1.77,11100
1/11/12,1.77,1.96,1.75,1.9,1.9,60200
1/12/12,1.96,2.04,1.87,2.02,2.02,47800
1/13/12,1.94,2,1.85,1.93,1.93,30000
1/17/12,1.88,2,1.85,1.86,1.86,38100
1/18/12,1.9,1.9,1.86,1.9,1.9,8400
1/19/12,1.88,1.95,1.88,1.9,1.9,16600
1/20/12,1.88,1.99,1.85,1.99,1.99,17100
1/23/12,1.99,1.99,1.9,1.99,1.99,13400
1/24/12,1.96,1.99,1.86,1.97,1.97,7400
1/25/12,2,2,1.91,1.97,1.97,11600
1/26/12,1.94,2,1.94,1.97,1.97,9000
1/27/12,1.94,2,1.92,1.93,1.93,8900
1/30/12,1.92,1.99,1.92,1.95,1.95,9900
1/31/12,1.93,1.99,1.93,1.95,1.95,3400
2/1/12,1.96,2.04,1.93,1.96,1.96,31500
2/2/12,1.95,2.02,1.93,1.93,1.93,20300
2/3/12,1.92,2.16,1.92,2.01,2.01,55000
2/6/12,1.98,2.14,1.95,2.06,2.06,33800
2/7/12,2.06,2.13,2,2.05,2.05,14200
2/8/12,2.11,2.13,2.07,2.1,2.1,9900
2/9/12,2.15,2.18,2.11,2.11,2.11,20700
2/10/12,2.01,2.08,1.96,2.03,2.03,62000
2/13/12,2.11,2.11,1.98,2.05,2.05,13700
2/14/12,2.05,2.07,2.02,2.06,2.06,8000
2/15/12,2.07,2.4,2,2.03,2.03,153400
2/16/12,2.13,2.37,2.07,2.14,2.14,134800
2/17/12,2.21,2.31,2.15,2.2,2.2,62500
2/21/12,2.25,2.35,2.16,2.25,2.25,15600
2/22/12,2.32,2.97,2.3,2.94,2.94,207400
2/23/12,3.03,3.18,2.45,2.53,2.53,203100
2/24/12,2.5,2.65,2.5,2.53,2.53,50300
2/27/12,2.46,2.46,2.25,2.26,2.26,88000
2/28/12,2.43,2.56,2.32,2.36,2.36,54500
2/29/12,2.5,3.2,2.5,2.89,2.89,416900
3/1/12,2.96,3.15,2.85,2.98,2.98,158500
3/2/12,2.98,2.98,2.71,2.93,2.93,77300
3/5/12,2.83,2.94,2.83,2.9,2.9,29300
3/6/12,2.81,3.24,2.77,2.98,2.98,188600
3/7/12,2.98,2.99,2.79,2.89,2.89,42100
3/8/12,2.92,2.97,2.88,2.89,2.89,16900
3/9/12,2.9,3.05,2.8,2.87,2.87,47100
3/12/12,2.89,2.96,2.81,2.9,2.9,21900
3/13/12,2.88,2.89,2.77,2.82,2.82,21700
3/14/12,2.84,2.9,2.78,2.84,2.84,13500
3/15/12,2.81,2.85,2.81,2.84,2.84,7000
3/16/12,2.82,2.85,2.76,2.85,2.85,22500
3/19/12,2.8,2.81,2.71,2.78,2.78,30300
3/20/12,2.74,2.74,2.65,2.67,2.67,19800
3/21/12,2.63,2.67,2.54,2.61,2.61,26400
3/22/12,2.55,2.55,2.44,2.47,2.47,33400
3/23/12,2.46,2.71,2.42,2.47,2.47,29500
3/26/12,2.45,2.46,2.37,2.46,2.46,31000
3/27/12,2.43,2.51,2.35,2.4,2.4,30500
3/28/12,2.4,2.42,2.22,2.37,2.37,47200
3/29/12,2.39,2.42,2.29,2.35,2.35,17400
3/30/12,2.35,2.42,2.3,2.37,2.37,13100
4/2/12,2.37,2.4,2.33,2.36,2.36,13400
4/3/12,2.32,2.36,2.3,2.35,2.35,10600
4/4/12,2.34,2.34,2.29,2.3,2.3,14100
4/5/12,2.29,2.29,2.15,2.19,2.19,29500
4/9/12,2.15,2.18,2.04,2.11,2.11,25500
4/10/12,2.1,2.1,2,2.07,2.07,17400
4/11/12,2.04,2.19,2.04,2.19,2.19,34200
4/12/12,2.23,2.39,2.11,2.35,2.35,35600
4/13/12,2.35,2.83,2.34,2.5,2.5,211600
4/16/12,2.42,2.5,2.35,2.41,2.41,23100
4/17/12,2.47,2.47,2.15,2.21,2.21,27300
4/18/12,2.19,2.6,2.16,2.31,2.31,38300
4/19/12,2.36,2.44,2.35,2.35,2.35,11300
4/20/12,2.39,2.41,2.34,2.41,2.41,6900
4/23/12,2.42,2.42,2.25,2.3,2.3,20800
4/24/12,2.27,2.5,2.27,2.35,2.35,14300
4/25/12,2.33,2.41,2.19,2.22,2.22,17600
4/26/12,2.33,2.34,2.33,2.33,2.33,1600
4/27/12,2.34,2.34,2.27,2.3,2.3,8500
4/30/12,2.29,2.35,2.29,2.29,2.29,1100
5/1/12,2.3,2.34,2.17,2.23,2.23,16000
5/2/12,2.22,2.23,2.14,2.2,2.2,7100
5/3/12,2.2,2.24,2.2,2.2,2.2,7800
5/4/12,2.2,2.25,2.19,2.2,2.2,7900
5/7/12,2.24,2.24,2.14,2.15,2.15,3100
5/8/12,2.15,2.24,2.14,2.24,2.24,18000
5/9/12,2.24,2.24,2.14,2.21,2.21,8100
5/10/12,2.23,2.25,2.15,2.15,2.15,14000
5/11/12,2.19,2.2,2,2.07,2.07,42700
5/14/12,2.04,2.08,1.94,1.94,1.94,13200
5/15/12,1.94,2.01,1.87,1.98,1.98,13000
5/16/12,1.97,2.02,1.87,1.87,1.87,13200
5/17/12,1.87,1.9,1.83,1.85,1.85,11000
5/18/12,1.94,1.94,1.68,1.68,1.68,45900
5/21/12,1.7,1.97,1.7,1.72,1.72,27300
5/22/12,1.74,1.85,1.74,1.82,1.82,3700
5/23/12,1.81,1.91,1.75,1.91,1.91,28000
5/24/12,2,2.15,2,2.15,2.15,68800
5/25/12,2.18,2.28,2.11,2.11,2.11,15600
5/29/12,2.2,2.25,2.16,2.24,2.24,16200
5/30/12,2.25,2.25,2.18,2.22,2.22,9100
5/31/12,2.23,2.23,1.97,2.14,2.14,22700
6/1/12,2.12,2.12,1.99,2.03,2.03,7500
6/4/12,2.09,2.09,1.9,1.92,1.92,33100
6/5/12,1.91,1.95,1.91,1.91,1.91,2700
6/6/12,1.92,2,1.91,2,2,10100
6/7/12,2.01,2.1,1.9,1.93,1.93,20800
6/8/12,1.96,1.98,1.85,1.9,1.9,15800
6/11/12,1.9,1.96,1.88,1.96,1.96,4100
6/12/12,1.9,1.95,1.82,1.85,1.85,21800
6/13/12,1.83,1.95,1.73,1.85,1.85,56300
6/14/12,1.79,1.9,1.78,1.86,1.86,6100
6/15/12,1.82,1.94,1.78,1.85,1.85,5900
6/18/12,1.87,1.87,1.76,1.8,1.8,14300
6/19/12,1.78,1.83,1.72,1.76,1.76,78600
6/20/12,1.75,1.76,1.72,1.75,1.75,17400
6/21/12,1.77,1.77,1.72,1.76,1.76,9400
6/22/12,1.75,1.77,1.73,1.76,1.76,11000
6/25/12,1.77,1.77,1.73,1.73,1.73,16600
6/26/12,1.74,1.77,1.72,1.76,1.76,10500
6/27/12,1.74,1.76,1.72,1.74,1.74,6200
6/28/12,1.75,1.76,1.7,1.73,1.73,6600
6/29/12,1.76,1.79,1.68,1.74,1.74,21300
7/2/12,1.83,1.83,1.68,1.69,1.69,62300
7/3/12,1.68,1.76,1.58,1.64,1.64,27500
7/5/12,1.62,1.65,1.62,1.62,1.62,9400
7/6/12,1.61,1.61,1.55,1.55,1.55,21900
7/9/12,1.62,1.62,1.52,1.59,1.59,27500
7/10/12,1.63,1.63,1.54,1.62,1.62,37400
7/11/12,1.6,1.64,1.45,1.45,1.45,35900
7/12/12,1.53,1.58,1.46,1.54,1.54,14500
7/13/12,1.54,1.54,1.44,1.52,1.52,32200
7/16/12,1.47,1.5,1.38,1.44,1.44,41800
7/17/12,1.45,1.5,1.3,1.37,1.37,37800
7/18/12,1.41,1.41,1.3,1.32,1.32,61000
7/19/12,1.3,1.41,1.3,1.4,1.4,5200
7/20/12,1.35,1.4,1.31,1.39,1.39,9400
7/23/12,1.36,1.39,1.32,1.32,1.32,8100
7/24/12,1.31,1.38,1.28,1.36,1.36,27900
7/25/12,1.38,1.39,1.3,1.3,1.3,7300
7/26/12,1.31,1.43,1.3,1.37,1.37,8400
7/27/12,1.31,1.35,1.31,1.33,1.33,7600
7/30/12,1.36,1.44,1.36,1.42,1.42,14000
7/31/12,1.45,1.62,1.42,1.49,1.49,59300
8/1/12,1.48,1.48,1.41,1.42,1.42,10800
8/2/12,1.42,1.47,1.39,1.4,1.4,5000
8/3/12,1.36,1.37,1.35,1.36,1.36,11600
8/6/12,1.36,1.42,1.18,1.29,1.29,35100
8/7/12,1.33,1.35,1.29,1.32,1.32,23700
8/8/12,1.3,1.31,1.29,1.29,1.29,5000
8/9/12,1.26,1.34,1.21,1.27,1.27,37000
8/10/12,1.26,1.3,1.22,1.3,1.3,8700
8/13/12,1.27,1.31,1.26,1.27,1.27,8200
8/14/12,1.29,1.31,1.21,1.31,1.31,9900
8/15/12,1.33,1.33,1.24,1.26,1.26,15200
8/16/12,1.22,1.33,1.21,1.22,1.22,14800
8/17/12,1.23,1.23,1.18,1.19,1.19,19600
8/20/12,1.18,1.2,1.15,1.17,1.17,36400
8/21/12,1.2,1.2,1.15,1.19,1.19,31500
8/22/12,1.19,1.21,1.02,1.14,1.14,38300
8/23/12,1.07,1.12,1.04,1.06,1.06,16700
8/24/12,1.09,1.15,1.08,1.14,1.14,16100
8/27/12,1.1,1.15,1.1,1.14,1.14,4000
8/28/12,1.16,1.22,1.11,1.12,1.12,18000
8/29/12,1.08,1.19,1.08,1.14,1.14,18400
8/30/12,1.18,1.18,1.1,1.1,1.1,3900
8/31/12,1.11,1.18,1.11,1.14,1.14,8500
9/4/12,1.16,1.19,1.13,1.19,1.19,8200
9/5/12,1.16,1.19,1.16,1.19,1.19,9500
9/6/12,1.16,1.22,1.16,1.21,1.21,12500
9/7/12,1.23,1.23,1.15,1.23,1.23,7700
9/10/12,1.21,1.24,1.16,1.18,1.18,7600
9/11/12,1.17,1.24,1.17,1.19,1.19,4800
9/12/12,1.16,1.24,1.16,1.24,1.24,4400
9/13/12,1.19,1.2,1.16,1.17,1.17,11000
9/14/12,1.15,1.21,1.15,1.18,1.18,4900
9/17/12,1.23,1.24,1.16,1.22,1.22,21500
9/18/12,1.23,1.23,1.2,1.23,1.23,1400
9/19/12,1.21,1.25,1.16,1.17,1.17,25900
9/20/12,1.22,1.24,1.2,1.24,1.24,27400
9/21/12,1.25,1.25,1.24,1.24,1.24,15800
9/24/12,1.22,1.23,1.21,1.21,1.21,21600
9/25/12,1.22,1.26,1.22,1.22,1.22,7500
9/26/12,1.21,1.24,1.18,1.19,1.19,13600
9/27/12,1.17,1.24,1.17,1.17,1.17,4700
9/28/12,1.17,1.2,1.17,1.17,1.17,6000
10/1/12,1.17,1.21,1.17,1.17,1.17,5000
10/2/12,1.19,1.25,1.18,1.23,1.23,2400
10/3/12,1.21,1.25,1.18,1.2,1.2,3200
10/4/12,1.21,1.3,1.17,1.18,1.18,42600
10/5/12,1.25,1.25,1.1,1.11,1.11,8200
10/8/12,1.12,1.19,1.1,1.13,1.13,9200
10/9/12,1.12,1.3,1.11,1.12,1.12,14500
10/10/12,1.21,1.21,1.12,1.15,1.15,10000
10/11/12,1.17,1.28,1.15,1.26,1.26,11800
10/12/12,1.17,1.26,1.17,1.17,1.17,14300
10/15/12,1.22,1.24,1.15,1.22,1.22,28800
10/16/12,1.18,1.24,1.18,1.23,1.23,2100
10/17/12,1.2,1.25,1.19,1.24,1.24,7200
10/18/12,1.25,1.25,1.13,1.13,1.13,14800
10/19/12,1.18,1.22,1.13,1.21,1.21,2900
10/22/12,1.22,1.22,1.17,1.17,1.17,7700
10/23/12,1.2,1.22,1.17,1.22,1.22,12400
10/24/12,1.22,1.22,1.19,1.21,1.21,2700
10/25/12,1.17,1.17,1.17,1.17,1.17,200
10/26/12,1.19,1.19,1.17,1.18,1.18,5400
10/31/12,1.17,1.21,1.17,1.21,1.21,2600
11/1/12,1.22,1.23,1.14,1.21,1.21,20700
11/2/12,1.18,1.24,1.16,1.22,1.22,14300
11/5/12,1.24,1.26,1.21,1.26,1.26,27900
11/6/12,1.25,1.3,1.17,1.27,1.27,7700
11/7/12,1.29,1.29,1.13,1.21,1.21,27800
11/8/12,1.17,1.2,1.16,1.16,1.16,6200
11/9/12,1.19,1.23,1.18,1.23,1.23,8800
11/12/12,1.19,1.24,1.19,1.22,1.22,2700
11/13/12,1.23,1.25,1.2,1.21,1.21,5600
11/14/12,1.19,1.25,1.19,1.25,1.25,17700
11/15/12,1.19,1.2,1.14,1.14,1.14,5000
11/16/12,1.13,1.21,1.13,1.16,1.16,33000
11/19/12,1.14,1.21,1.14,1.17,1.17,2200
11/20/12,1.16,1.22,1.14,1.18,1.18,33000
11/21/12,1.16,1.18,1.16,1.18,1.18,1800
11/23/12,1.15,1.21,1.15,1.18,1.18,4200
11/26/12,1.15,1.2,1.15,1.19,1.19,7000
11/27/12,1.18,1.18,1.15,1.15,1.15,4800
11/28/12,1.15,1.2,1.15,1.2,1.2,9400
11/29/12,1.18,1.24,1.17,1.24,1.24,3400
11/30/12,1.25,1.25,1.17,1.21,1.21,25400
12/3/12,1.17,1.2,1.16,1.2,1.2,12300
12/4/12,1.17,1.23,1.17,1.18,1.18,1200
12/5/12,1.23,1.23,1.2,1.23,1.23,4300
12/6/12,1.18,1.23,1.11,1.14,1.14,25500
12/7/12,1.16,1.17,1.15,1.17,1.17,6400
12/10/12,1.11,1.17,1.11,1.15,1.15,16600
12/11/12,1.19,1.19,1.15,1.17,1.17,13300
12/12/12,1.11,1.18,1.11,1.13,1.13,5300
12/13/12,1.17,1.17,1.12,1.14,1.14,10500
12/14/12,1.12,1.24,1.08,1.21,1.21,23900
12/17/12,1.24,1.24,1.09,1.21,1.21,55500
12/18/12,1.19,1.22,1.1,1.22,1.22,24900
12/19/12,1.17,1.24,1.16,1.24,1.24,13700
12/20/12,1.24,1.24,1.16,1.2,1.2,42100
12/21/12,1.21,1.25,1.15,1.25,1.25,53300
12/24/12,1.22,1.23,1.17,1.22,1.22,4500
12/26/12,1.18,1.24,1.16,1.24,1.24,8500
12/27/12,1.19,1.3,1.13,1.13,1.13,80200
12/28/12,1.17,1.23,1.17,1.19,1.19,32900
12/31/12,1.21,1.5,1.21,1.48,1.48,209500
1/2/13,1.48,1.95,1.48,1.51,1.51,264400
1/3/13,1.72,1.94,1.56,1.64,1.64,130900
1/4/13,1.58,1.8,1.58,1.61,1.61,78300
1/7/13,1.61,1.75,1.49,1.61,1.61,70500
1/8/13,1.65,1.66,1.43,1.62,1.62,64500
1/9/13,1.62,1.8,1.5,1.6,1.6,110200
1/10/13,1.57,1.66,1.57,1.62,1.62,20800
1/11/13,1.67,1.68,1.6,1.64,1.64,53900
1/14/13,1.8,1.8,1.6,1.64,1.64,48600
1/15/13,1.6,1.65,1.6,1.63,1.63,23900
1/16/13,1.7,1.76,1.66,1.72,1.72,52200
1/17/13,1.72,1.78,1.72,1.72,1.72,23000
1/18/13,1.75,1.75,1.72,1.74,1.74,65600
1/22/13,1.8,1.8,1.75,1.79,1.79,52500
1/23/13,1.82,1.98,1.75,1.9,1.9,187900
1/24/13,1.9,2,1.9,1.94,1.94,97100
1/25/13,1.97,1.98,1.85,1.85,1.85,29900
1/28/13,1.85,1.95,1.85,1.87,1.87,23800
1/29/13,1.79,1.95,1.71,1.91,1.91,192800
1/30/13,1.89,1.9,1.83,1.88,1.88,42100
1/31/13,1.86,1.87,1.8,1.87,1.87,22600
2/1/13,1.87,1.87,1.8,1.81,1.81,10800
2/4/13,1.76,1.86,1.76,1.8,1.8,33100
2/5/13,1.8,1.84,1.8,1.82,1.82,34000
2/6/13,1.85,1.92,1.83,1.86,1.86,30100
2/7/13,1.86,1.89,1.86,1.86,1.86,19900
2/8/13,1.9,1.9,1.82,1.88,1.88,44600
2/11/13,1.85,1.9,1.85,1.85,1.85,21400
2/12/13,1.83,1.89,1.83,1.87,1.87,9300
2/13/13,1.88,1.88,1.85,1.86,1.86,6000
2/14/13,1.85,1.87,1.83,1.85,1.85,11000
2/15/13,1.86,1.88,1.83,1.87,1.87,20400
2/19/13,1.88,1.95,1.88,1.93,1.93,93600
2/20/13,1.93,2.04,1.93,1.98,1.98,32100
2/21/13,2.02,2.06,1.98,2.01,2.01,55200
2/22/13,2.1,2.15,2.02,2.09,2.09,116900
2/25/13,2.05,2.17,2.05,2.1,2.1,64700
2/26/13,2.1,2.11,2,2.02,2.02,80500
2/27/13,2.05,2.06,2.02,2.02,2.02,3300
2/28/13,2.03,2.03,2,2,2,47700
3/1/13,1.98,2.02,1.83,1.99,1.99,72300
3/4/13,1.96,1.99,1.88,1.99,1.99,18800
3/5/13,1.99,1.99,1.97,1.97,1.97,19400
3/6/13,1.98,2,1.97,1.98,1.98,5700
3/7/13,1.93,2,1.89,1.98,1.98,13800
3/8/13,2.04,2.08,1.98,1.99,1.99,41100
3/11/13,2.03,2.07,1.98,2,2,35800
3/12/13,2,2.06,2,2.03,2.03,17000
3/13/13,2.05,2.08,2,2.07,2.07,55600
3/14/13,2.06,2.08,2.01,2.02,2.02,39300
3/15/13,2.02,2.05,2.02,2.03,2.03,33100
3/18/13,2.02,2.06,2.02,2.05,2.05,52300
3/19/13,2.02,2.05,2.01,2.02,2.02,34400
3/20/13,2.02,2.03,2,2.02,2.02,38200
3/21/13,2.01,2.04,2.01,2.04,2.04,20200
3/22/13,2.04,2.05,2.01,2.01,2.01,112200
3/25/13,2.04,2.05,2.02,2.05,2.05,29000
3/26/13,2.05,2.07,2.05,2.05,2.05,32000
3/27/13,2.06,2.1,2.05,2.06,2.06,64500
3/28/13,2.06,2.06,2.05,2.05,2.05,24800
4/1/13,2.02,2.08,2.02,2.05,2.05,17200
4/2/13,2.05,2.08,2.03,2.03,2.03,19200
4/3/13,2.06,2.06,2.04,2.04,2.04,9700
4/4/13,2.07,2.07,2.04,2.04,2.04,3500
4/5/13,2.07,2.08,2.05,2.06,2.06,8200
4/8/13,2.07,2.08,2.06,2.08,2.08,5000
4/9/13,2.07,2.08,2.07,2.07,2.07,43600
4/10/13,2.08,2.08,2.07,2.07,2.07,6700
4/11/13,2.08,2.1,2.07,2.08,2.08,50000
4/12/13,2.08,2.09,2.08,2.08,2.08,2200
4/15/13,2.08,2.11,2.08,2.11,2.11,12300
4/16/13,2.05,2.09,2.05,2.08,2.08,16300
4/17/13,2.12,2.12,2.06,2.07,2.07,13900
4/18/13,2.07,2.08,2.07,2.07,2.07,10900
4/19/13,2.07,2.07,1.91,1.96,1.96,16300
4/22/13,1.97,2.03,1.97,1.97,1.97,8200
4/23/13,1.97,2.05,1.95,1.95,1.95,33100
4/24/13,1.95,2.1,1.83,1.97,1.97,23600
4/25/13,1.95,1.98,1.86,1.86,1.86,11400
4/26/13,1.88,1.9,1.86,1.87,1.87,3600
4/29/13,1.87,1.94,1.87,1.88,1.88,8700
4/30/13,1.87,2.14,1.87,2.01,2.01,50800
5/1/13,1.99,2.09,1.95,2.04,2.04,20700
5/2/13,2.01,2.01,2,2,2,9000
5/3/13,1.98,1.98,1.89,1.89,1.89,8600
5/6/13,1.9,2.02,1.9,1.97,1.97,7000
5/7/13,1.94,2,1.92,1.92,1.92,7200
5/8/13,1.9,1.9,1.88,1.89,1.89,4500
5/9/13,1.87,1.92,1.79,1.79,1.79,14700
5/10/13,1.82,2.05,1.76,2.04,2.04,52200
5/13/13,2.05,2.05,1.87,1.95,1.95,8600
5/14/13,2,2.05,1.89,1.99,1.99,16500
5/15/13,1.93,2,1.86,1.99,1.99,15900
5/16/13,1.96,2.04,1.87,2,2,9800
5/17/13,1.88,1.98,1.88,1.98,1.98,11700
5/20/13,1.98,2.05,1.91,1.95,1.95,17600
5/21/13,2,2.02,1.92,2.02,2.02,4400
5/22/13,2.01,2.01,1.95,1.96,1.96,10300
5/23/13,2.01,2.01,1.83,1.94,1.94,9100
5/24/13,2,2.01,1.95,2,2,14100
5/28/13,2.01,2.1,1.96,2,2,42000
5/29/13,1.96,2.05,1.96,1.96,1.96,10100
5/30/13,2,2,1.92,1.92,1.92,1800
5/31/13,1.9,1.95,1.9,1.92,1.92,5700
6/3/13,1.91,2,1.91,1.95,1.95,11000
6/4/13,1.95,1.97,1.86,1.91,1.91,9500
6/5/13,1.9,1.9,1.85,1.86,1.86,2400
6/6/13,2,2.02,1.87,2,2,25700
6/7/13,2,2,1.86,1.9,1.9,21500
6/10/13,1.86,2,1.86,1.99,1.99,12200
6/11/13,1.93,2,1.93,2,2,1900
6/12/13,1.96,2.01,1.9,2,2,9900
6/13/13,1.95,2.01,1.91,2,2,5600
6/14/13,2.01,2.01,1.9,1.96,1.96,10400
6/17/13,1.98,1.98,1.9,1.95,1.95,3300
6/18/13,1.97,2,1.7,1.97,1.97,63400
6/19/13,1.92,1.98,1.83,1.97,1.97,9000
6/20/13,1.87,1.97,1.82,1.93,1.93,13900
6/21/13,1.89,2,1.85,1.92,1.92,42300
6/24/13,1.99,2,1.8,1.99,1.99,26200
6/25/13,1.98,1.99,1.86,1.93,1.93,5500
6/26/13,1.91,1.99,1.81,1.91,1.91,3400
6/27/13,1.93,1.95,1.82,1.94,1.94,2300
6/28/13,1.89,1.95,1.79,1.9,1.9,17300
7/1/13,1.82,1.95,1.82,1.9,1.9,17000
7/2/13,1.95,1.96,1.9,1.96,1.96,23200
7/3/13,1.92,1.93,1.9,1.9,1.9,3000
7/5/13,1.86,1.95,1.86,1.92,1.92,15300
7/8/13,1.95,1.96,1.87,1.96,1.96,14000
7/9/13,1.9,1.96,1.87,1.93,1.93,4200
7/10/13,1.96,1.97,1.91,1.92,1.92,6600
7/11/13,1.95,1.99,1.91,1.92,1.92,25700
7/12/13,1.91,1.99,1.91,1.93,1.93,11700
7/15/13,1.9,1.93,1.9,1.9,1.9,15700
7/16/13,1.9,1.91,1.9,1.91,1.91,18200
7/17/13,1.99,1.99,1.9,1.9,1.9,12300
7/18/13,1.9,1.97,1.9,1.92,1.92,8100
7/19/13,1.9,1.97,1.9,1.9,1.9,2600
7/22/13,1.89,1.94,1.86,1.9,1.9,18200
7/23/13,1.89,1.94,1.89,1.9,1.9,7200
7/24/13,1.9,1.94,1.9,1.9,1.9,2000
7/25/13,1.94,1.94,1.86,1.87,1.87,8300
7/26/13,1.87,1.92,1.87,1.89,1.89,12200
7/29/13,1.87,1.9,1.87,1.88,1.88,6600
7/30/13,1.88,1.9,1.88,1.88,1.88,1600
7/31/13,1.88,1.9,1.87,1.89,1.89,21100
8/1/13,1.9,1.9,1.87,1.89,1.89,3400
8/2/13,1.87,1.91,1.87,1.9,1.9,29100
8/5/13,1.92,1.96,1.9,1.94,1.94,13100
8/6/13,1.96,1.96,1.91,1.93,1.93,1900
8/7/13,1.9,1.93,1.9,1.91,1.91,2500
8/8/13,1.9,1.92,1.9,1.92,1.92,7000
8/9/13,1.9,1.92,1.9,1.91,1.91,6800
8/12/13,1.87,1.9,1.85,1.85,1.85,33600
8/13/13,1.85,1.92,1.85,1.89,1.89,9700
8/14/13,1.92,1.92,1.86,1.88,1.88,16400
8/15/13,1.89,1.92,1.89,1.89,1.89,1100
8/16/13,1.85,1.88,1.85,1.86,1.86,5500
8/19/13,1.9,1.9,1.86,1.87,1.87,1300
8/20/13,1.85,1.86,1.85,1.85,1.85,5800
8/21/13,1.85,1.86,1.84,1.85,1.85,5000
8/22/13,1.85,1.86,1.78,1.84,1.84,32900
8/23/13,1.81,1.83,1.7,1.78,1.78,37600
8/26/13,1.75,1.77,1.71,1.74,1.74,18600
8/27/13,1.76,1.76,1.66,1.71,1.71,3900
8/28/13,1.73,1.84,1.72,1.8,1.8,62000
8/29/13,1.76,1.84,1.74,1.8,1.8,14700
8/30/13,1.74,1.77,1.74,1.77,1.77,2100
9/3/13,1.74,1.91,1.74,1.74,1.74,26000
9/4/13,1.75,1.92,1.75,1.83,1.83,44900
9/5/13,1.78,1.94,1.78,1.94,1.94,76900
9/6/13,1.9,1.96,1.85,1.96,1.96,47000
9/9/13,1.95,1.95,1.83,1.9,1.9,10000
9/10/13,1.9,1.9,1.84,1.84,1.84,7300
9/11/13,1.85,1.9,1.84,1.87,1.87,9500
9/12/13,1.86,1.95,1.85,1.85,1.85,9200
9/13/13,1.86,1.95,1.85,1.95,1.95,2300
9/16/13,1.95,1.95,1.86,1.86,1.86,3300
9/17/13,1.94,1.94,1.85,1.91,1.91,2500
9/18/13,1.91,1.96,1.86,1.95,1.95,19800
9/19/13,1.86,1.89,1.86,1.87,1.87,20000
9/20/13,1.89,1.91,1.86,1.86,1.86,6700
9/23/13,1.89,1.89,1.86,1.87,1.87,1600
9/24/13,1.88,1.88,1.86,1.86,1.86,3500
9/25/13,1.88,1.89,1.86,1.89,1.89,5700
9/26/13,1.92,1.92,1.86,1.86,1.86,2000
9/27/13,1.87,1.9,1.86,1.87,1.87,12100
9/30/13,1.9,1.9,1.87,1.87,1.87,1800
10/1/13,1.85,1.88,1.85,1.86,1.86,22800
10/2/13,1.87,1.87,1.82,1.82,1.82,700
10/3/13,1.83,1.84,1.83,1.83,1.83,7500
10/4/13,1.86,1.88,1.84,1.88,1.88,19100
10/7/13,1.83,1.83,1.83,1.83,1.83,5300
10/8/13,1.82,1.89,1.73,1.84,1.84,12300
10/9/13,1.82,1.84,1.82,1.84,1.84,700
10/10/13,1.87,1.87,1.79,1.85,1.85,6500
10/11/13,1.87,1.87,1.73,1.81,1.81,1700
10/14/13,1.79,1.8,1.79,1.8,1.8,500
10/15/13,1.77,1.8,1.77,1.8,1.8,4800
10/16/13,1.8,1.82,1.8,1.8,1.8,8300
10/17/13,1.75,1.82,1.74,1.74,1.74,10000
10/18/13,1.73,1.74,1.65,1.69,1.69,16700
10/21/13,1.73,1.73,1.73,1.73,1.73,9700
10/22/13,1.73,1.78,1.73,1.76,1.76,3300
10/23/13,1.86,1.89,1.78,1.78,1.78,21000
10/24/13,1.79,1.82,1.74,1.74,1.74,13200
10/25/13,1.69,1.83,1.69,1.75,1.75,12100
10/28/13,1.78,1.79,1.75,1.75,1.75,2000
10/29/13,1.75,1.82,1.75,1.81,1.81,5800
10/30/13,1.8,1.81,1.77,1.77,1.77,8600
10/31/13,1.75,1.75,1.75,1.75,1.75,2600
11/1/13,1.75,1.77,1.75,1.77,1.77,7300
11/4/13,1.74,1.77,1.71,1.73,1.73,9000
11/5/13,1.74,1.75,1.74,1.74,1.74,2400
11/6/13,1.78,1.79,1.71,1.71,1.71,3800
11/7/13,1.7,1.76,1.69,1.71,1.71,3600
11/8/13,1.74,1.74,1.66,1.7,1.7,6900
11/11/13,1.68,1.68,1.62,1.64,1.64,16800
11/12/13,1.67,1.67,1.65,1.65,1.65,4700
11/13/13,1.63,1.66,1.6,1.66,1.66,14900
11/14/13,1.64,1.64,1.6,1.63,1.63,7200
11/15/13,1.6,1.6,1.51,1.52,1.52,17000
